Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SOCS1		1	1	461	0.2%	Yes
ABL1		2	2	461	0.4%	Yes
ABL2		5	5	461	1.1%	Yes
CAMTA1		2	2	461	0.4%	Yes
FGF23		2	2	461	0.4%	Yes
SMAD4		115	109	461	23.6%	Yes
SMAD3		8	8	461	1.7%	Yes
FANCM		2	2	461	0.4%	Yes
FANCL		1	1	461	0.2%	Yes
IDH1		1	1	461	0.2%	Yes
PTCH1		3	3	461	0.7%	Yes
TNK2		3	3	461	0.7%	No
IDH2		1	1	461	0.2%	Yes
FANCA		2	2	461	0.4%	Yes
FANCC		2	2	461	0.4%	Yes
BMX		2	2	461	0.4%	No
ESR1		3	3	461	0.7%	Yes
PALB2		7	7	461	1.5%	Yes
FANCG		2	2	461	0.4%	Yes
QKI		2	2	461	0.4%	Yes
LRP1B		33	33	461	7.2%	Yes
FANCF		1	1	461	0.2%	Yes
FGF14		4	4	461	0.9%	Yes
NR4A3		1	1	461	0.2%	Yes
BCL6		1	1	461	0.2%	Yes
GNAQ		1	1	461	0.2%	Yes
BCL2		1	1	461	0.2%	Yes
GNAS		4	4	461	0.9%	Yes
NF1		10	8	461	1.7%	Yes
MDM4		1	1	461	0.2%	Yes
NF2		3	3	461	0.7%	Yes
FGFR4		2	2	461	0.4%	Yes
IL7R		3	3	461	0.7%	Yes
LZTR1		6	6	461	1.3%	Yes
MAP3K13		3	3	461	0.7%	Yes
FGF12		3	3	461	0.7%	Yes
FGFR3		1	1	461	0.2%	Yes
FGFR2		1	1	461	0.2%	Yes
MYD88		1	1	461	0.2%	Yes
FGFR1		4	4	461	0.9%	Yes
NFE2L2		1	1	461	0.2%	Yes
ALK		3	3	461	0.7%	Yes
KDM5A		3	3	461	0.7%	Yes
GSK3B		1	1	461	0.2%	Yes
KDM5B		5	5	461	1.1%	No
KDM5C		3	3	461	0.7%	Yes
FLT1		6	6	461	1.3%	Yes
FLT3		1	1	461	0.2%	Yes
FLT4		10	10	461	2.2%	Yes
PTEN		7	5	461	1.1%	Yes
PIK3CD		4	4	461	0.9%	Yes
TNFAIP3		1	1	461	0.2%	Yes
CHD4		6	6	461	1.3%	Yes
PIK3CB		1	1	461	0.2%	Yes
CHD2		3	3	461	0.7%	Yes
PKD2		1	1	461	0.2%	No
PIK3CG		3	3	461	0.7%	Yes
CDC73		2	2	461	0.4%	Yes
PIK3C2B		2	2	461	0.4%	Yes
GRM3		4	4	461	0.9%	Yes
FLCN		1	1	461	0.2%	Yes
POLE		3	3	461	0.7%	Yes
KDM6A		19	18	461	3.9%	Yes
HSP90AA1		3	2	461	0.4%	Yes
UGT1A1		2	2	461	0.4%	No
ATRX		6	6	461	1.3%	Yes
DNMT3A		3	3	461	0.7%	Yes
RHBDF2		2	2	461	0.4%	No
AXIN1		4	4	461	0.9%	Yes
FOXL2		3	2	461	0.4%	Yes
ETV1		2	2	461	0.4%	Yes
NRG1		8	6	461	1.3%	Yes
AXIN2		6	5	461	1.1%	Yes
ARID1A		55	55	461	11.9%	Yes
TENT5C		1	1	461	0.2%	Yes
ARID1B		6	6	461	1.3%	Yes
ETV5		1	1	461	0.2%	Yes
TGFBR1		13	13	461	2.8%	Yes
ETV6		3	3	461	0.7%	Yes
TGFBR2		22	22	461	4.8%	Yes
FGR		2	2	461	0.4%	No
PIK3CA		12	12	461	2.6%	Yes
NRG3		2	2	461	0.4%	No
IRF4		1	1	461	0.2%	Yes
TOP1		1	1	461	0.2%	Yes
MS4A1		1	1	461	0.2%	Yes
MET		3	3	461	0.7%	Yes
ZNF750		2	2	461	0.4%	Yes
LRP1		14	11	461	2.4%	No
ROCK1		7	6	461	1.3%	No
SRC		5	5	461	1.1%	Yes
ROCK2		3	3	461	0.7%	No
U2AF1		4	4	461	0.9%	Yes
LRP2		15	15	461	3.3%	No
ACVR1B		12	10	461	2.2%	Yes
CBL		1	1	461	0.2%	Yes
HDAC9		6	6	461	1.3%	No
AURKB		3	3	461	0.7%	Yes
AURKA		1	1	461	0.2%	Yes
GNA13		1	1	461	0.2%	Yes
ERBB3		6	5	461	1.1%	Yes
ERBB4		11	10	461	2.2%	Yes
GNA11		1	1	461	0.2%	Yes
POLD1		3	3	461	0.7%	Yes
ERBB2		3	3	461	0.7%	Yes
CSK		2	2	461	0.4%	No
SLIT2		8	8	461	1.7%	Yes
NTRK1		2	2	461	0.4%	Yes
SPEN		7	5	461	1.1%	Yes
NTRK2		4	4	461	0.9%	Yes
TCF7L2		2	2	461	0.4%	Yes
EGF		1	1	461	0.2%	No
NTRK3		9	9	461	2.0%	Yes
TIE1		3	3	461	0.7%	No
MACC1		1	1	461	0.2%	No
HSD3B1		1	1	461	0.2%	Yes
LIMK1		2	2	461	0.4%	No
PTPN11		2	2	461	0.4%	Yes
ACVR2A		14	14	461	3.0%	Yes
MTOR		3	3	461	0.7%	Yes
TBX3		7	7	461	1.5%	Yes
TSHR		6	5	461	1.1%	Yes
ASXL1		4	4	461	0.9%	Yes
WEE1		1	1	461	0.2%	No
RAD50		6	6	461	1.3%	Yes
WEE2		1	1	461	0.2%	No
APC		11	11	461	2.4%	Yes
KRAS		399	399	461	86.6%	Yes
TEK		5	5	461	1.1%	Yes
BCOR		7	7	461	1.5%	Yes
TAF1		1	1	461	0.2%	Yes
