Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PRKAG2		1	1	209	0.5%	No
ZNF44		1	1	209	0.5%	No
ZNF45		1	1	209	0.5%	No
SHD		1	1	209	0.5%	No
NPAP1		1	1	209	0.5%	No
SHE		2	2	209	1.0%	No
MMP25		1	1	209	0.5%	No
MMP24		2	2	209	1.0%	No
MMP27		1	1	209	0.5%	No
ZNF41		2	2	209	1.0%	No
NEFM		3	3	209	1.4%	No
NEFH		2	2	209	1.0%	No
MYBPC3		1	1	209	0.5%	No
KCND1		3	3	209	1.4%	No
MYBPC2		2	2	209	1.0%	No
KCND2		1	1	209	0.5%	No
KCND3		1	1	209	0.5%	No
ZNF57		1	1	209	0.5%	No
TOMM40L		1	1	209	0.5%	No
MMP11		1	1	209	0.5%	No
TMEFF1		1	1	209	0.5%	No
TMEFF2		2	2	209	1.0%	No
MMP13		2	2	209	1.0%	No
MMP16		2	2	209	1.0%	No
MMP19		1	1	209	0.5%	No
RAPGEF2		1	1	209	0.5%	No
RAPGEF6		4	4	209	1.9%	No
RAPGEF4		3	3	209	1.4%	No
APCS		2	2	209	1.0%	No
SZRD1		1	1	209	0.5%	No
KCNA1		2	2	209	1.0%	No
SYNPO2		2	2	209	1.0%	No
KCNA3		1	1	209	0.5%	No
KCNA4		1	1	209	0.5%	No
KCNA5		4	4	209	1.9%	No
ZNF66		1	1	209	0.5%	No
KCNA7		2	2	209	1.0%	No
ZNF69		3	3	209	1.4%	No
ADAM29		2	2	209	1.0%	No
STX6		1	1	209	0.5%	No
RICTOR		1	1	209	0.5%	Yes
STX3		2	2	209	1.0%	No
EGLN1		1	1	209	0.5%	No
MBD4		1	1	209	0.5%	Yes
MBD5		1	1	209	0.5%	No
MBD6		4	4	209	1.9%	Yes
PKLR		3	3	209	1.4%	No
MBD1		2	2	209	1.0%	No
KCNB2		1	1	209	0.5%	No
BMP8A		1	1	209	0.5%	No
ZNF76		2	2	209	1.0%	No
ADAM32		6	5	209	2.4%	No
KIAA2013		1	1	209	0.5%	No
ZNF79		1	1	209	0.5%	No
TARBP1		1	1	209	0.5%	No
SKI		1	1	209	0.5%	No
ZNF70		2	2	209	1.0%	No
PKN1		1	1	209	0.5%	No
KCNG2		2	2	209	1.0%	No
RASL11B		2	2	209	1.0%	No
PDCD7		1	1	209	0.5%	No
FBXO27		1	1	209	0.5%	No
PDCD5		1	1	209	0.5%	No
FBXO28		1	1	209	0.5%	No
RASL11A		1	1	209	0.5%	No
MSI1		1	1	209	0.5%	Yes
IL1RAP		1	1	209	0.5%	No
MSI2		1	1	209	0.5%	Yes
FBXO21		1	1	209	0.5%	No
FADS3		1	1	209	0.5%	No
FADS2		1	1	209	0.5%	No
SLK		1	1	209	0.5%	No
MYBPHL		1	1	209	0.5%	No
POTEJ		1	1	209	0.5%	No
FNTB		2	2	209	1.0%	No
NFATC2IP		1	1	209	0.5%	No
TNFRSF8		1	1	209	0.5%	No
POTEE		3	3	209	1.4%	No
MAP3K6		1	1	209	0.5%	Yes
MAP3K7		2	2	209	1.0%	Yes
MAP3K4		2	2	209	1.0%	No
KCNH1		1	1	209	0.5%	No
MAP3K5		2	2	209	1.0%	No
KCNH2		2	2	209	1.0%	No
FBXW4		1	1	209	0.5%	No
DGAT2		1	1	209	0.5%	No
DGAT1		1	1	209	0.5%	No
FBXW8		2	2	209	1.0%	No
FBXW7		4	4	209	1.9%	Yes
KCNH7		6	6	209	2.9%	No
STX7		2	2	209	1.0%	No
C21ORF58		1	1	209	0.5%	No
FBXO11		1	1	209	0.5%	Yes
SRCIN1		1	1	209	0.5%	No
PIAS2		1	1	209	0.5%	No
FBXW2		1	1	209	0.5%	Yes
MSH6		1	1	209	0.5%	Yes
LENG1		1	1	209	0.5%	No
NPAS4		2	2	209	1.0%	No
MINPP1		1	1	209	0.5%	No
DMTF1		2	2	209	1.0%	No
MSH3		1	1	209	0.5%	Yes
MSH4		2	1	209	0.5%	No
PKP1		1	1	209	0.5%	No
PKP4		3	3	209	1.4%	No
PKP3		1	1	209	0.5%	No
BLK		1	1	209	0.5%	No
BLM		1	1	209	0.5%	Yes
KCNE2		1	1	209	0.5%	No
KCNE5		1	1	209	0.5%	No
IREB2		3	3	209	1.4%	No
GSTT1		1	1	209	0.5%	No
FBXO45		1	1	209	0.5%	No
FBXO46		2	2	209	1.0%	No
CES5A		1	1	209	0.5%	No
NPAS2		1	1	209	0.5%	No
FBXO41		1	1	209	0.5%	No
FBXO42		1	1	209	0.5%	No
SNN		1	1	209	0.5%	No
ZKSCAN7		2	2	209	1.0%	No
ZKSCAN5		2	1	209	0.5%	No
ZKSCAN1		2	2	209	1.0%	No
NEK8		1	1	209	0.5%	No
KCNF1		1	1	209	0.5%	No
NEK9		3	3	209	1.4%	No
NEK4		1	1	209	0.5%	No
RASL10B		1	1	209	0.5%	No
NEK5		2	2	209	1.0%	No
FBXO38		1	1	209	0.5%	No
HTR1D		1	1	209	0.5%	No
HTR1A		3	3	209	1.4%	No
HTR1B		1	1	209	0.5%	No
BMX		1	1	209	0.5%	No
FBXO32		1	1	209	0.5%	No
FBXO33		1	1	209	0.5%	No
FAM90A1		2	2	209	1.0%	No
LRCH2		1	1	209	0.5%	No
G6PC2		2	2	209	1.0%	No
SON		2	2	209	1.0%	No
SP1		1	1	209	0.5%	No
LRCH4		1	1	209	0.5%	No
MNAT1		2	2	209	1.0%	No
SLC49A4		1	1	209	0.5%	No
LRCH3		1	1	209	0.5%	No
PIWIL2		3	3	209	1.4%	No
PIWIL1		5	5	209	2.4%	No
PIWIL3		1	1	209	0.5%	No
ONECUT2		1	1	209	0.5%	Yes
KCNK9		1	1	209	0.5%	No
MTCL2		2	2	209	1.0%	No
ONECUT1		1	1	209	0.5%	No
MTCL3		2	2	209	1.0%	No
DYSF		3	3	209	1.4%	No
HTR2C		1	1	209	0.5%	No
PPWD1		1	1	209	0.5%	No
MSLN		1	1	209	0.5%	No
BICD2		2	2	209	1.0%	No
BMP15		1	1	209	0.5%	No
SPN		1	1	209	0.5%	No
UNC80		5	5	209	2.4%	No
BOC		1	1	209	0.5%	No
OR56B1		1	1	209	0.5%	No
NEO1		4	3	209	1.4%	No
UNC45A		1	1	209	0.5%	No
CERS3		1	1	209	0.5%	No
BCAS3		1	1	209	0.5%	No
UNC45B		1	1	209	0.5%	No
PIANP		1	1	209	0.5%	No
CERS6		1	1	209	0.5%	No
VPS13C		4	4	209	1.9%	No
DHPS		1	1	209	0.5%	No
VPS13D		2	2	209	1.0%	No
VPS13A		5	5	209	2.4%	No
VPS13B		4	4	209	1.9%	No
HTR3B		1	1	209	0.5%	No
RABGGTB		1	1	209	0.5%	No
ADAMTS20		1	1	209	0.5%	No
NEMF		3	3	209	1.4%	No
BCAT1		1	1	209	0.5%	No
GAPDH		1	1	209	0.5%	No
OR56A3		1	1	209	0.5%	No
BCAT2		1	1	209	0.5%	No
CERS2		1	1	209	0.5%	No
BLTP3A		1	1	209	0.5%	No
BLTP3B		1	1	209	0.5%	No
UHRF2		1	1	209	0.5%	No
MLLT1		1	1	209	0.5%	Yes
SRI		1	1	209	0.5%	No
MALT1		1	1	209	0.5%	Yes
MLLT6		2	2	209	1.0%	Yes
DRAM1		2	2	209	1.0%	No
U2AF2		1	1	209	0.5%	Yes
AWAT2		1	1	209	0.5%	No
TSPOAP1		2	2	209	1.0%	No
SLC36A4		1	1	209	0.5%	No
KCNJ4		1	1	209	0.5%	No
KCNJ6		2	2	209	1.0%	No
SSB		1	1	209	0.5%	No
KCNJ9		1	1	209	0.5%	No
SPDYE3		1	1	209	0.5%	No
BICC1		1	1	209	0.5%	No
DYTN		1	1	209	0.5%	No
GSTZ1		1	1	209	0.5%	No
NECAP1		2	2	209	1.0%	No
ST7		1	1	209	0.5%	No
PDCD4		1	1	209	0.5%	No
KCNK2		2	2	209	1.0%	No
BCAR1		1	1	209	0.5%	No
UNC79		3	3	209	1.4%	No
SLC23A3		2	2	209	1.0%	No
CERK		1	1	209	0.5%	No
MT1X		1	1	209	0.5%	No
RCBTB1		1	1	209	0.5%	No
RCBTB2		2	2	209	1.0%	No
LGALS4		1	1	209	0.5%	No
PEG10		2	2	209	1.0%	No
FBXO3		1	1	209	0.5%	No
FBXO5		2	2	209	1.0%	No
ATXN7L1		1	1	209	0.5%	No
BSN		4	4	209	1.9%	No
ATXN7L3		2	2	209	1.0%	No
PEX39		1	1	209	0.5%	No
LIMCH1		1	1	209	0.5%	No
FBXO2		1	1	209	0.5%	No
CFAP141		1	1	209	0.5%	No
BTD		2	2	209	1.0%	No
SOAT1		1	1	209	0.5%	No
CRISPLD1		1	1	209	0.5%	No
KCNQ1		1	1	209	0.5%	No
KCNQ3		4	4	209	1.9%	No
KCNQ4		2	2	209	1.0%	No
KCNQ5		1	1	209	0.5%	No
CETP		1	1	209	0.5%	No
GRB7		3	3	209	1.4%	Yes
AARS1		1	1	209	0.5%	No
AARS2		3	3	209	1.4%	No
DHX8		1	1	209	0.5%	No
SDC2		1	1	209	0.5%	No
MYCBP2		3	3	209	1.4%	No
ZBTB1		1	1	209	0.5%	No
ZBTB5		1	1	209	0.5%	No
ZBTB4		1	1	209	0.5%	No
ZBTB2		1	1	209	0.5%	No
PKHD1		5	5	209	2.4%	No
NEU3		1	1	209	0.5%	No
APOO		2	2	209	1.0%	No
MC2R		1	1	209	0.5%	No
MRNIP		1	1	209	0.5%	No
APOM		1	1	209	0.5%	No
RACGAP1		1	1	209	0.5%	No
APOH		1	1	209	0.5%	No
STK38L		1	1	209	0.5%	No
KCNN2		1	1	209	0.5%	No
H3C3		1	1	209	0.5%	Yes
APOE		1	1	209	0.5%	No
KCNN3		1	1	209	0.5%	No
H3C2		1	1	209	0.5%	Yes
APOB		4	4	209	1.9%	No
H3C4		2	2	209	1.0%	Yes
H3C7		1	1	209	0.5%	Yes
BBS1		2	1	209	0.5%	No
SLC10A5		2	2	209	1.0%	No
XBP1		4	3	209	1.4%	Yes
SLC10A6		1	1	209	0.5%	No
YES1		1	1	209	0.5%	Yes
TNFSF14		2	2	209	1.0%	No
TGDS		1	1	209	0.5%	No
TNFSF12		1	1	209	0.5%	No
SLC10A3		1	1	209	0.5%	No
SUCO		2	2	209	1.0%	No
CPLANE1		5	4	209	1.9%	No
CFAP119		3	3	209	1.4%	No
IGF1		1	1	209	0.5%	Yes
NET1		1	1	209	0.5%	No
ZBTB9		1	1	209	0.5%	No
BST1		1	1	209	0.5%	No
CYP26A1		1	1	209	0.5%	No
MSRA		1	1	209	0.5%	No
PEX5L		1	1	209	0.5%	No
ZBTB6		5	3	209	1.4%	No
CWF19L1		2	2	209	1.0%	No
OR4D11		3	3	209	1.4%	No
ITGBL1		1	1	209	0.5%	No
GRB2		1	1	209	0.5%	No
FBXL2		2	2	209	1.0%	No
FBXL5		1	1	209	0.5%	No
FBXL7		3	2	209	1.0%	No
FBXL6		1	1	209	0.5%	No
MRPS15		1	1	209	0.5%	No
MRPS11		1	1	209	0.5%	No
C8B		1	1	209	0.5%	No
MC4R		1	1	209	0.5%	No
DMBX1		1	1	209	0.5%	No
KCNT1		5	5	209	2.4%	No
KCNT2		2	2	209	1.0%	No
FCER1A		1	1	209	0.5%	No
BBS9		2	2	209	1.0%	No
BBS5		1	1	209	0.5%	No
BBS4		1	1	209	0.5%	No
PCYT1B		2	1	209	0.5%	No
ZHX2		5	4	209	1.9%	No
MRPS26		1	1	209	0.5%	No
ZHX3		1	1	209	0.5%	No
SYK		2	2	209	1.0%	Yes
GAB1		1	1	209	0.5%	Yes
PRPF40B		1	1	209	0.5%	No
GAB3		1	1	209	0.5%	No
SYP		1	1	209	0.5%	No
GAB2		2	2	209	1.0%	Yes
ZHX1		1	1	209	0.5%	No
CNKSR2		1	1	209	0.5%	No
KCNU1		2	2	209	1.0%	No
PITPNM2		1	1	209	0.5%	No
FAM32A		1	1	209	0.5%	No
FAM193A		2	2	209	1.0%	No
MICU2		1	1	209	0.5%	No
CYLC1		1	1	209	0.5%	No
CSTPP1		1	1	209	0.5%	No
MRPS33		1	1	209	0.5%	No
MRPS31		1	1	209	0.5%	No
NEXN		3	3	209	1.4%	No
PRICKLE1		1	1	209	0.5%	No
PRICKLE4		2	2	209	1.0%	No
FHIP1B		1	1	209	0.5%	No
DYNC1I1		2	2	209	1.0%	No
PEX16		1	1	209	0.5%	No
DYNC1H1		4	4	209	1.9%	No
MAP3K3		1	1	209	0.5%	No
MAP3K1		25	20	209	9.6%	Yes
SORT1		3	3	209	1.4%	No
GAD1		1	1	209	0.5%	No
KLHL4		2	2	209	1.0%	No
KCNRG		1	1	209	0.5%	No
CFAP157		1	1	209	0.5%	No
PEX13		1	1	209	0.5%	No
APTX		2	2	209	1.0%	No
ETAA1		1	1	209	0.5%	Yes
TFAP4		1	1	209	0.5%	No
KCNS1		2	2	209	1.0%	No
KLHL5		1	1	209	0.5%	No
KCNS2		1	1	209	0.5%	No
KLHL6		1	1	209	0.5%	Yes
KCNS3		1	1	209	0.5%	No
KLHL7		2	2	209	1.0%	No
MC5R		2	2	209	1.0%	No
CFAP161		1	1	209	0.5%	No
TACC3		1	1	209	0.5%	No
TACC2		4	4	209	1.9%	No
MAMLD1		1	1	209	0.5%	No
OR1C1		1	1	209	0.5%	No
DENND5B		2	2	209	1.0%	No
INPPL1		2	2	209	1.0%	Yes
PLB1		1	1	209	0.5%	No
IGF1R		1	1	209	0.5%	Yes
ZNF80		1	1	209	0.5%	No
DMBT1		1	1	209	0.5%	No
PPIP5K2		2	2	209	1.0%	No
ZNF85		2	1	209	0.5%	No
ENPP2		2	2	209	1.0%	No
ENPP1		2	2	209	1.0%	No
RXYLT1		1	1	209	0.5%	No
DENND5A		1	1	209	0.5%	No
TGM3		1	1	209	0.5%	No
TGM2		1	1	209	0.5%	No
ENPP7		3	3	209	1.4%	No
CARD10		2	2	209	1.0%	No
RADX		2	2	209	1.0%	No
ZGRF1		2	2	209	1.0%	No
ADAM11		1	1	209	0.5%	No
ZNF99		1	1	209	0.5%	No
SDHA		1	1	209	0.5%	Yes
ADAM19		5	5	209	2.4%	No
ADAM18		1	1	209	0.5%	No
ZNF91		8	3	209	1.4%	No
ADAM15		2	2	209	1.0%	No
ZNF93		1	1	209	0.5%	No
CARD19		1	1	209	0.5%	No
PLAA		1	1	209	0.5%	No
DENND6B		1	1	209	0.5%	No
BBOF1		1	1	209	0.5%	No
CARD14		1	1	209	0.5%	No
CARD11		1	1	209	0.5%	Yes
OR1A1		1	1	209	0.5%	No
DIPK1A		1	1	209	0.5%	No
HTRA1		1	1	209	0.5%	No
PLD5		1	1	209	0.5%	No
HTRA2		1	1	209	0.5%	No
PLD6		2	1	209	0.5%	No
PLD1		4	3	209	1.4%	No
PLD3		2	2	209	1.0%	No
PLD2		1	1	209	0.5%	No
GRK1		2	2	209	1.0%	No
RAI1		2	2	209	1.0%	No
KCNV1		4	4	209	1.9%	No
GRK2		1	1	209	0.5%	No
RNASEH1		1	1	209	0.5%	No
GRK7		1	1	209	0.5%	No
DENND4B		2	2	209	1.0%	No
DENND4A		1	1	209	0.5%	No
DENND4C		1	1	209	0.5%	No
IGF2R		1	1	209	0.5%	No
SDK1		6	6	209	2.9%	No
FGF18		1	1	209	0.5%	No
SPINK13		1	1	209	0.5%	No
FGF13		1	1	209	0.5%	No
SDK2		1	1	209	0.5%	No
SPINK14		1	1	209	0.5%	No
IFT25		1	1	209	0.5%	No
TAT		1	1	209	0.5%	No
GRM1		2	2	209	1.0%	No
GRM3		4	4	209	1.9%	Yes
GRM2		2	2	209	1.0%	No
GRM5		2	2	209	1.0%	No
CYP26B1		1	1	209	0.5%	No
GRM4		1	1	209	0.5%	No
EEF2K		1	1	209	0.5%	No
GRM7		2	2	209	1.0%	No
GRM6		3	3	209	1.4%	No
ZIC3		1	1	209	0.5%	No
ZIC1		2	2	209	1.0%	No
CA6		1	1	209	0.5%	No
CA9		2	2	209	1.0%	No
CA8		1	1	209	0.5%	No
GGACT		2	2	209	1.0%	No
MYBL1		2	2	209	1.0%	Yes
SUN3		1	1	209	0.5%	No
SUN1		2	2	209	1.0%	No
DIPK2B		3	3	209	1.4%	No
CAD		2	2	209	1.0%	Yes
ELF1		1	1	209	0.5%	No
ELF2		1	1	209	0.5%	No
CYP26C1		1	1	209	0.5%	No
GFOD1		1	1	209	0.5%	No
EEF1D		2	2	209	1.0%	No
GFOD2		1	1	209	0.5%	No
SPATA31D1		5	5	209	2.4%	No
ZMYND10		1	1	209	0.5%	No
ZMYND11		1	1	209	0.5%	No
ZMYND12		1	1	209	0.5%	No
SHANK3		1	1	209	0.5%	No
SHANK2		1	1	209	0.5%	No
PLEC		11	11	209	5.3%	No
SHANK1		6	6	209	2.9%	No
PSMB11		2	2	209	1.0%	No
GALT		1	1	209	0.5%	No
RRN3		1	1	209	0.5%	No
TAFAZZIN		1	1	209	0.5%	No
CBL		2	1	209	0.5%	Yes
IFT74		1	1	209	0.5%	No
IL1RL2		2	2	209	1.0%	No
NWD1		2	2	209	1.0%	No
NWD2		1	1	209	0.5%	No
CBS		1	1	209	0.5%	No
TBX22		1	1	209	0.5%	No
TBX21		1	1	209	0.5%	No
TBX20		2	2	209	1.0%	No
SLIT1		2	2	209	1.0%	No
DROSHA		1	1	209	0.5%	Yes
OXCT2		1	1	209	0.5%	No
ZPLD1		3	3	209	1.4%	No
SLIT2		1	1	209	0.5%	Yes
MTA3		3	3	209	1.4%	No
SPATA31E1		1	1	209	0.5%	No
CLVS1		2	2	209	1.0%	No
HSD3B2		1	1	209	0.5%	No
HSD3B1		2	2	209	1.0%	Yes
ZIC4		2	2	209	1.0%	No
HS3ST5		1	1	209	0.5%	No
HS3ST6		1	1	209	0.5%	No
ZIC5		1	1	209	0.5%	No
SUOX		1	1	209	0.5%	No
TBX19		1	1	209	0.5%	No
HS3ST2		1	1	209	0.5%	No
TBX15		1	1	209	0.5%	No
TEC		1	1	209	0.5%	Yes
CD6		3	3	209	1.4%	No
CD5		1	1	209	0.5%	No
TNIP3		3	2	209	1.0%	No
CD7		2	2	209	1.0%	No
CD9		1	1	209	0.5%	No
SPATA31F1		3	2	209	1.0%	No
IPO13		2	2	209	1.0%	No
FRMPD4		2	2	209	1.0%	No
FRMPD2		1	1	209	0.5%	No
MSANTD3		2	1	209	0.5%	No
CWH43		2	2	209	1.0%	No
MTBP		2	2	209	1.0%	No
ALCAM		1	1	209	0.5%	No
MSANTD1		1	1	209	0.5%	No
SCN11A		4	4	209	1.9%	No
ZSCAN32		1	1	209	0.5%	No
HOMER3		1	1	209	0.5%	No
VPS39		2	2	209	1.0%	No
GAMT		2	2	209	1.0%	No
PRKCG		2	2	209	1.0%	No
VPS18		1	1	209	0.5%	No
MBNL1		1	1	209	0.5%	No
PRKCI		1	1	209	0.5%	Yes
TAAR8		1	1	209	0.5%	No
PRKCB		1	1	209	0.5%	Yes
PRKCE		1	1	209	0.5%	No
DNAAF1		2	2	209	1.0%	No
TAAR6		1	1	209	0.5%	No
PRKCA		1	1	209	0.5%	No
TAAR2		1	1	209	0.5%	No
GANC		3	3	209	1.4%	No
DNAAF8		2	2	209	1.0%	No
NUP93		2	2	209	1.0%	Yes
SCN10A		2	2	209	1.0%	No
ZSCAN20		1	1	209	0.5%	No
DAAM1		1	1	209	0.5%	No
DAAM2		2	2	209	1.0%	No
HECW2		4	4	209	1.9%	No
ZSCAN21		1	1	209	0.5%	No
HECW1		3	3	209	1.4%	No
ZSCAN23		1	1	209	0.5%	No
PRKCQ		3	3	209	1.4%	No
TARS2		2	2	209	1.0%	No
SRFBP1		1	1	209	0.5%	No
NUP98		1	1	209	0.5%	Yes
PRKD1		1	1	209	0.5%	Yes
TARS3		1	1	209	0.5%	No
TARS1		2	2	209	1.0%	No
VPS25		1	1	209	0.5%	No
FREM1		2	2	209	1.0%	No
FREM2		4	4	209	1.9%	No
FREM3		1	1	209	0.5%	No
CFH		3	3	209	1.4%	No
PRKDC		5	5	209	2.4%	Yes
PRDM15		1	1	209	0.5%	No
METTL25B		2	2	209	1.0%	No
PRDM14		2	2	209	1.0%	Yes
PRDM13		1	1	209	0.5%	No
CFP		1	1	209	0.5%	No
PRKCZ		1	1	209	0.5%	No
PRDM10		1	1	209	0.5%	No
MTDH		2	2	209	1.0%	No
PRDM16		1	1	209	0.5%	Yes
RRS1		1	1	209	0.5%	No
VPS11		1	1	209	0.5%	No
ST3GAL5		1	1	209	0.5%	No
NUP88		1	1	209	0.5%	No
ST3GAL6		2	2	209	1.0%	No
ZSCAN16		1	1	209	0.5%	No
VPS16		2	2	209	1.0%	No
ZSCAN18		1	1	209	0.5%	No
BTF3		1	1	209	0.5%	No
PLK4		1	1	209	0.5%	No
LRRC37A3		3	3	209	1.4%	No
NFE2		1	1	209	0.5%	Yes
LRRC37A2		1	1	209	0.5%	No
PLK5		1	1	209	0.5%	No
HOMER2		1	1	209	0.5%	No
PLK2		3	1	209	0.5%	Yes
PLK1		2	2	209	1.0%	No
MEX3D		1	1	209	0.5%	No
ELL2		3	3	209	1.4%	Yes
ELL3		1	1	209	0.5%	No
PEDS1-UBE2V1		1	1	209	0.5%	No
GTF2IRD1		2	2	209	1.0%	No
BPIFC		1	1	209	0.5%	No
DENND1C		1	1	209	0.5%	No
SETD5		1	1	209	0.5%	Yes
DENND1B		1	1	209	0.5%	No
RARG		2	2	209	1.0%	No
SETD2		4	4	209	1.9%	Yes
CDKN1B		1	1	209	0.5%	Yes
DENND1A		1	1	209	0.5%	No
SETD6		1	1	209	0.5%	Yes
SETD7		1	1	209	0.5%	Yes
CHM		1	1	209	0.5%	No
ASH2L		2	2	209	1.0%	No
STON2		1	1	209	0.5%	No
ADAMTSL1		1	1	209	0.5%	No
ADAMTSL5		1	1	209	0.5%	No
ADAMTSL4		2	2	209	1.0%	No
MTG1		1	1	209	0.5%	No
MTG2		1	1	209	0.5%	No
ADAMTSL3		5	5	209	2.4%	No
DENND11		1	1	209	0.5%	No
DENND10		1	1	209	0.5%	No
ELOA		1	1	209	0.5%	No
GAST		1	1	209	0.5%	No
TK2		1	1	209	0.5%	No
RRP12		1	1	209	0.5%	No
CIC		3	3	209	1.4%	Yes
RRP15		1	1	209	0.5%	No
ZIK1		1	1	209	0.5%	No
EDARADD		1	1	209	0.5%	No
ZSCAN5A		1	1	209	0.5%	No
EXOC8		1	1	209	0.5%	No
C8ORF17		1	1	209	0.5%	No
ZSCAN5B		2	2	209	1.0%	No
DENND2A		1	1	209	0.5%	No
ASH1L		7	5	209	2.4%	No
CIT		2	2	209	1.0%	No
ANGPTL6		1	1	209	0.5%	No
MTF1		1	1	209	0.5%	No
MTF2		3	3	209	1.4%	No
ANGPTL3		1	1	209	0.5%	No
PLIN4		5	4	209	1.9%	No
GAS1		1	1	209	0.5%	No
EXOC3		2	2	209	1.0%	No
ANGPTL2		1	1	209	0.5%	No
PLIN2		1	1	209	0.5%	No
EXOC6		1	1	209	0.5%	No
ANGPTL5		1	1	209	0.5%	No
EXOC5		1	1	209	0.5%	No
GART		1	1	209	0.5%	No
EXOC1		1	1	209	0.5%	No
PLIN5		1	1	209	0.5%	No
NFIX		1	1	209	0.5%	No
DCAF12L2		2	2	209	1.0%	No
DCAF12L1		1	1	209	0.5%	No
PRUNE2		4	4	209	1.9%	No
PRUNE1		2	2	209	1.0%	No
PAPSS1		1	1	209	0.5%	No
APOL4		1	1	209	0.5%	No
ERMP1		1	1	209	0.5%	No
OLFML3		1	1	209	0.5%	No
ARRDC1-AS1		1	1	209	0.5%	No
CKB		1	1	209	0.5%	No
ZIM2		1	1	209	0.5%	No
ZIM3		4	4	209	1.9%	No
BCHE		1	1	209	0.5%	No
CKM		1	1	209	0.5%	No
CDKN2A		2	2	209	1.0%	Yes
IL10RB		2	2	209	1.0%	No
MCF2		1	1	209	0.5%	No
ELP1		1	1	209	0.5%	No
ELP2		1	1	209	0.5%	Yes
ELP3		1	1	209	0.5%	No
SNCAIP		3	3	209	1.4%	Yes
HIPK1		1	1	209	0.5%	No
GATM		2	2	209	1.0%	No
C8ORF48		2	2	209	1.0%	No
GTF2B		1	1	209	0.5%	No
TNC		3	3	209	1.4%	No
CLU		1	1	209	0.5%	No
TNF		1	1	209	0.5%	No
THG1L		1	1	209	0.5%	No
PODNL1		2	2	209	1.0%	No
TNN		4	4	209	1.9%	No
PLS3		1	1	209	0.5%	No
TNR		5	5	209	2.4%	No
OIP5		1	1	209	0.5%	No
C8ORF44		1	1	209	0.5%	No
PLS1		2	2	209	1.0%	No
MAP2K4		6	6	209	2.9%	Yes
MAP2K1		1	1	209	0.5%	Yes
COL27A1		3	3	209	1.4%	No
RALGAPA2		3	3	209	1.4%	No
SKIDA1		2	2	209	1.0%	No
GTF3A		1	1	209	0.5%	No
LARP4B		2	2	209	1.0%	Yes
LEMD3		1	1	209	0.5%	No
FAM91A1		1	1	209	0.5%	No
LEMD2		1	1	209	0.5%	No
MTNR1A		1	1	209	0.5%	No
OBSCN		8	8	209	3.8%	No
FKBP8		1	1	209	0.5%	No
PPEF1		1	1	209	0.5%	No
PPEF2		4	4	209	1.9%	No
MTM1		1	1	209	0.5%	No
TPO		4	4	209	1.9%	No
TPR		4	4	209	1.9%	Yes
