Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CGN		2	2	50	4.0%	No
MEX3A		1	1	50	2.0%	No
GJB3		1	1	50	2.0%	No
GJB6		1	1	50	2.0%	No
GTF2IRD1		2	2	50	4.0%	No
DENND1C		1	1	50	2.0%	No
SETD5		1	1	50	2.0%	Yes
DENND1B		1	1	50	2.0%	No
BTG2		14	8	50	16.0%	Yes
WDR47		1	1	50	2.0%	No
SMG1		1	1	50	2.0%	Yes
SETD2		2	2	50	4.0%	Yes
BTG1		10	7	50	14.0%	Yes
CDKN1B		1	1	50	2.0%	Yes
CHM		1	1	50	2.0%	No
SMG9		1	1	50	2.0%	No
STON2		1	1	50	2.0%	No
LYST		4	4	50	8.0%	No
WDR43		1	1	50	2.0%	No
IFIH1		2	1	50	2.0%	No
ADAMTSL1		2	2	50	4.0%	No
ADAMTSL5		1	1	50	2.0%	No
PHF24		1	1	50	2.0%	No
ZIK1		2	1	50	2.0%	No
DENND2D		1	1	50	2.0%	No
HELLS		2	2	50	4.0%	No
DENND2C		1	1	50	2.0%	No
RPS6KL1		1	1	50	2.0%	No
WDR36		1	1	50	2.0%	No
EXOC8		1	1	50	2.0%	No
DENND2B		1	1	50	2.0%	No
DENND2A		1	1	50	2.0%	No
ASH1L		2	1	50	2.0%	No
CIT		3	3	50	6.0%	No
WDR33		1	1	50	2.0%	No
IGLJ1		5	3	50	6.0%	No
GAS2		1	1	50	2.0%	No
RARA		1	1	50	2.0%	Yes
TKT		1	1	50	2.0%	No
NFIX		1	1	50	2.0%	No
AP5Z1		1	1	50	2.0%	No
PRUNE2		2	2	50	4.0%	No
ADCY2		1	1	50	2.0%	No
ADCY1		2	2	50	4.0%	No
ADCY8		1	1	50	2.0%	No
SPTY2D1		1	1	50	2.0%	No
WDR24		1	1	50	2.0%	No
FGD1		1	1	50	2.0%	No
APOL5		1	1	50	2.0%	No
FGD5		1	1	50	2.0%	No
SLC17A9		1	1	50	2.0%	No
GPAT4		1	1	50	2.0%	No
OLFML1		1	1	50	2.0%	No
USP1		1	1	50	2.0%	Yes
SLC17A6		1	1	50	2.0%	No
SLC17A1		1	1	50	2.0%	No
MBNL3		1	1	50	2.0%	No
SLC17A4		1	1	50	2.0%	No
PAIP1		1	1	50	2.0%	No
BCHE		1	1	50	2.0%	No
WDR17		1	1	50	2.0%	No
CDKN2A		1	1	50	2.0%	Yes
IL10RA		2	2	50	4.0%	No
MCF2		1	1	50	2.0%	No
PBDC1		1	1	50	2.0%	No
WDR19		1	1	50	2.0%	No
SYVN1		1	1	50	2.0%	No
WDR13		1	1	50	2.0%	No
IGLL5		56	25	50	50.0%	No
NFIB		1	1	50	2.0%	Yes
TMEM229B		1	1	50	2.0%	No
MROH2A		2	2	50	4.0%	No
C8ORF48		1	1	50	2.0%	No
MRE11		2	2	50	4.0%	Yes
POGLUT1		1	1	50	2.0%	No
TNF		5	2	50	4.0%	No
IPO7		2	2	50	4.0%	No
THG1L		1	1	50	2.0%	No
RIMS2		2	2	50	4.0%	No
RIMS1		3	3	50	6.0%	No
HMCES		2	2	50	4.0%	No
CFL1		1	1	50	2.0%	No
PLS3		1	1	50	2.0%	No
OR13D1		1	1	50	2.0%	No
C8ORF44		1	1	50	2.0%	No
CSGALNACT1		1	1	50	2.0%	No
MAP2K1		2	2	50	4.0%	Yes
USP7		2	2	50	4.0%	No
USP6		1	1	50	2.0%	Yes
COL27A1		1	1	50	2.0%	No
FKBPL		1	1	50	2.0%	No
RALGAPA1		1	1	50	2.0%	No
SWAP70		1	1	50	2.0%	No
DIO1		1	1	50	2.0%	No
DYRK1A		1	1	50	2.0%	No
DIO3		1	1	50	2.0%	No
THOC2		1	1	50	2.0%	No
LEMD2		1	1	50	2.0%	No
THOC7		1	1	50	2.0%	No
PYGO1		1	1	50	2.0%	No
MORF4L1		1	1	50	2.0%	No
OR13C9		1	1	50	2.0%	No
OBSCN		3	3	50	6.0%	No
H4C16		5	4	50	8.0%	No
MTNR1B		1	1	50	2.0%	No
H4C13		1	1	50	2.0%	No
H4C12		2	1	50	2.0%	No
H4C11		4	4	50	8.0%	No
PPEF1		1	1	50	2.0%	No
TOX		3	3	50	6.0%	No
OR13C5		1	1	50	2.0%	No
ZNF793		1	1	50	2.0%	No
DRC7		1	1	50	2.0%	No
INSIG1		1	1	50	2.0%	No
UBR4		2	2	50	4.0%	No
UBR2		1	1	50	2.0%	No
TPO		1	1	50	2.0%	No
ORC1		1	1	50	2.0%	No
UBR5		2	2	50	4.0%	Yes
DRD3		1	1	50	2.0%	No
MCL1		8	4	50	8.0%	Yes
MAP2K6		1	1	50	2.0%	No
UVRAG		1	1	50	2.0%	No
AKIRIN2		1	1	50	2.0%	No
FANCM		1	1	50	2.0%	Yes
OSBPL3		1	1	50	2.0%	No
FANCA		1	1	50	2.0%	Yes
SLC4A10		1	1	50	2.0%	No
SYNJ2		1	1	50	2.0%	No
OTOL1		1	1	50	2.0%	No
COPRS		1	1	50	2.0%	No
BCL6		3	3	50	6.0%	Yes
LHX3		1	1	50	2.0%	No
BCL3		1	1	50	2.0%	Yes
BCL2		20	9	50	18.0%	Yes
TPP2		1	1	50	2.0%	No
LHX6		1	1	50	2.0%	No
ZNF775		1	1	50	2.0%	No
BCL2L1		2	2	50	4.0%	Yes
COL14A1		3	3	50	6.0%	No
ZC3H4		1	1	50	2.0%	No
SYNE3		1	1	50	2.0%	No
UFSP1		1	1	50	2.0%	No
SYNE2		3	2	50	4.0%	No
SYNE1		6	5	50	10.0%	No
THBD		2	2	50	4.0%	No
PHACTR3		1	1	50	2.0%	No
ZNF765		1	1	50	2.0%	No
TNPO3		1	1	50	2.0%	No
GAL3ST4		1	1	50	2.0%	No
DIS3		1	1	50	2.0%	Yes
SGIP1		1	1	50	2.0%	No
CKAP2L		1	1	50	2.0%	No
SECISBP2L		1	1	50	2.0%	No
COBL		1	1	50	2.0%	No
PLRG1		1	1	50	2.0%	No
MEP1B		1	1	50	2.0%	No
ESPL1		1	1	50	2.0%	No
ACTBL2		1	1	50	2.0%	No
DNAJC4		1	1	50	2.0%	No
LCT		2	2	50	4.0%	No
ALDH9A1		1	1	50	2.0%	No
HDAC4		1	1	50	2.0%	Yes
HDAC3		1	1	50	2.0%	No
TPTE		1	1	50	2.0%	No
TTK		1	1	50	2.0%	No
NOD1		1	1	50	2.0%	Yes
COCH		1	1	50	2.0%	No
TTN		10	8	50	16.0%	No
HDAC7		1	1	50	2.0%	Yes
ABLIM1		1	1	50	2.0%	No
NFS1		1	1	50	2.0%	No
ABLIM2		3	3	50	6.0%	No
